,"k:50,nchains:50,depth:10","k:50,nchains:50,depth:20","k:50,nchains:100,depth:10","k:50,nchains:100,depth:20","k:100,nchains:50,depth:10","k:100,nchains:50,depth:20","k:100,nchains:100,depth:10","k:100,nchains:100,depth:20"
59,-13.917237983266041,-13.860913496415941,-13.881568276240692,-13.963149110149402,-13.877210058241532,-13.865136802250907,-13.79943303479497,-13.88026488462942
60,-13.825025720135928,-13.7810456486637,-13.820480196411541,-13.917995256679008,-13.834555952431371,-13.789774298160602,-13.782393989468963,-13.863190155371052
61,-13.111108002646105,-13.163946136249649,-13.02562181932506,-12.903508976815075,-12.791243331463193,-12.885385690683764,-13.063839296520255,-12.672331758471413
62,-13.194078247768205,-13.142516907651808,-13.17588046968398,-13.03211602555806,-13.074242142735438,-13.070912494915609,-13.173593021889655,-13.0575682934545
63,-13.87559726788872,-13.860913496415941,-13.869864219648207,-13.91961097079445,-13.877210058241532,-13.831874652931948,-13.781381818104032,-13.863190155371052
64,-13.934841897844903,-13.867095373177369,-13.879924188162681,-13.963149110149402,-13.866486244240662,-13.865136802250907,-13.79943303479497,-13.88026488462942
65,-13.859344178750268,-13.903008087683173,-13.84573974265877,-13.959935800208576,-13.848844106436072,-13.847031113344922,-13.775009261194628,-13.88026488462942
66,-13.934841897844903,-13.892187873054262,-13.879924188162681,-13.948300386084675,-13.866486244240662,-13.841623762110325,-13.79943303479497,-13.88026488462942
67,-13.825025720135928,-13.860913496415941,-13.85905322093489,-13.917995256679008,-13.834555952431371,-13.80267411671772,-13.782393989468963,-13.863190155371052
68,-13.87559726788872,-13.860913496415941,-13.877474159641697,-13.91961097079445,-13.877210058241532,-13.831874652931948,-13.781381818104032,-13.863190155371052
69,-10.68533498596738,-10.879257272515366,-10.388919631135758,-10.597007316559365,-10.208373017837442,-10.695244398660122,-10.816933225840208,-10.720819657856138
70,-13.381873007464831,-13.397990748753733,-13.416112836502984,-13.418989206516624,-13.222505703890516,-13.258651503143964,-13.296648124429987,-13.04724977517558
71,-12.34680776801455,-12.510634169909824,-12.264236702653085,-12.422753229806785,-12.58702939304695,-12.409024358427766,-12.528522918833612,-12.39425849446782
72,-13.401519823016853,-13.340117891878892,-13.270914789050545,-13.319773431151003,-13.31828612131625,-13.267143786304985,-13.310794524792184,-13.132911406976694
73,-13.238195901287044,-13.40397564310158,-13.238329279350328,-13.43525050910334,-13.49280594390741,-13.342013959150238,-13.402223312700887,-13.234802249887675
74,-13.934841897844903,-13.867095373177369,-13.879924188162681,-13.963149110149402,-13.866486244240662,-13.86506614640743,-13.79943303479497,-13.88026488462942
75,-13.134739330803662,-13.155395595559133,-13.063048680288961,-12.915537145645073,-12.83941364706086,-12.779007374097718,-13.075971806549042,-12.672331758471413
76,-12.522820150587853,-12.847642722238984,-12.405946467862982,-12.302249748066416,-12.160637307394481,-12.6228881288737,-12.653693908791508,-12.204613799781557
77,-12.781330969449423,-12.619913050569833,-12.504478374562769,-12.510965363182503,-12.648938490922403,-12.596078439169323,-12.651671688720741,-12.53991050594414
78,-13.871476214477966,-13.888843062527071,-13.827583053043202,-13.928905406029342,-13.848844106436072,-13.841268737952403,-13.766415638939367,-13.864691496203115
79,-12.648111230825098,-12.544979394469555,-12.807122387925993,-12.752728739325386,-12.481000257911546,-13.030052124407185,-12.80102531097675,-12.670348362256775
80,-13.456678624136611,-13.31454236259298,-13.536144250716648,-13.504958406180062,-13.460297502183334,-13.593231181786212,-13.457605186649234,-13.475651862131613
81,-13.934841897844903,-13.9091899644446,-13.87897799541316,-13.963149110149402,-13.877210058241532,-13.841623762110325,-13.79943303479497,-13.88026488462942
82,-12.477882216811167,-12.758294325214546,-12.812951198699432,-12.822698145547674,-12.972040972689976,-12.273225816489798,-13.077881950891545,-12.502195092425099
83,-12.478584956476839,-12.38077332048423,-12.272857996446936,-12.438862320108713,-12.129776729617161,-11.846598236629795,-11.728114688317175,-11.547341063186481
84,-12.247462107473762,-12.732954186162713,-12.310755367435505,-12.408467570851217,-12.573373171538273,-12.291728253911678,-12.286679868470753,-12.12972590582786
85,-13.934841897844903,-13.867095373177369,-13.881568276240692,-13.91961097079445,-13.866486244240662,-13.841623762110325,-13.79943303479497,-13.88026488462942
86,-12.999295227339276,-13.16528153133608,-12.930120052191514,-12.77270733752918,-12.966289525133616,-12.828367044505022,-12.52682309124977,-12.629243425299348
87,-13.934841897844903,-13.867095373177369,-13.879924188162681,-13.955075560928824,-13.866486244240662,-13.841623762110325,-13.79943303479497,-13.88026488462942
88,-13.76390086810611,-13.791579221305676,-13.708468487404595,-13.780478398516209,-13.772081699280504,-13.727123454809602,-13.680800714095936,-13.669957762850895
89,-11.383756306825985,-10.83551672206952,-10.695985218069355,-10.7263401773106,-10.607292001685199,-10.590527887879016,-10.724060097941893,-10.730763799378224
90,-13.871476214477966,-13.903008087683173,-13.834928743945452,-13.9272896919139,-13.848844106436072,-13.817826353655299,-13.77230896253802,-13.88026488462942
91,-12.483277352571902,-12.5884751744714,-12.811597039737082,-12.769014944625235,-12.912937909188537,-12.353359685972237,-12.808517472421498,-12.47802440068803
92,-13.590239049859488,-13.444460266374636,-13.399012077520029,-13.568703785434478,-13.521994622872198,-13.4304563433505,-13.521094495785439,-13.330437728176598
93,-13.256272254436821,-12.5633890806817,-13.031142558724207,-12.895189742536033,-12.818504081029841,-12.921931924337287,-12.915111587836131,-12.9795794248527
94,-13.191261846457516,-13.142516907651808,-13.172737636967017,-13.028141319374038,-13.110625846855152,-13.00626524071378,-13.234364680904834,-13.0575682934545
95,-12.289844652135596,-12.186672515452699,-12.008077043498005,-12.033898393831272,-12.196207037133126,-12.275201118746175,-11.939917298962076,-11.872617089854083
96,-13.934841897844903,-13.9091899644446,-13.87897799541316,-13.963149110149402,-13.891498212246233,-13.865136802250907,-13.802968975586479,-13.88026488462942
97,-13.837500706976625,-13.888843062527071,-13.828721457732776,-13.918894345233175,-13.848844106436072,-13.69567246260515,-13.769118598763987,-13.88026488462942
98,-13.072611848603309,-13.01240950443738,-13.064081734032984,-12.949985598173516,-13.136079895928365,-13.12013399585036,-13.081814668272953,-12.963043806112099
99,-13.934841897844903,-13.85009328178703,-13.879924188162681,-13.955075560928824,-13.866486244240662,-13.86506614640743,-13.79943303479497,-13.88026488462942
100,-11.482991405544418,-11.53607557776413,-11.126911793172601,-11.020277295267574,-11.724656151497268,-11.488477151568858,-11.275133147901933,-11.31819610941063
101,-13.134739330803662,-13.155395595559133,-13.063070374955318,-12.88927374390891,-12.83941364706086,-12.877336906986475,-13.08849064936221,-12.631985019177177
102,-13.401519823016853,-13.340117891878892,-13.270914789050545,-13.335255228267798,-13.31828612131625,-13.267143786304985,-13.303905477382418,-13.132911406976694
103,-12.105825957933643,-12.435414561546954,-12.024058387098284,-11.997645705633738,-12.220575237590502,-11.90167939603713,-12.078178018287215,-12.20339858741174
104,-13.156262615716816,-12.876338522079912,-13.25145686273995,-13.158092550764364,-13.144879423082486,-13.343172262582392,-13.130070555136927,-13.26151143200859
105,-13.172298228356974,-12.52760611872643,-12.692251966548524,-12.763473001006524,-12.220168850103658,-12.545087783198193,-11.875111416565598,-11.885380641004808
106,-13.934841897844903,-13.9091899644446,-13.87897799541316,-13.963149110149402,-13.877210058241532,-13.86506614640743,-13.79943303479497,-13.88026488462942
107,-13.934841897844903,-13.9091899644446,-13.87897799541316,-13.959935800208576,-13.891498212246233,-13.86506614640743,-13.802968975586479,-13.88026488462942
108,-13.019590685944454,-12.691883696587352,-12.919675637724435,-12.902536765268302,-12.878478989597964,-13.266255026383332,-12.85956666530749,-13.061374201128816
109,-13.191261846457516,-13.142516907651808,-13.172737636967017,-13.028141319374038,-13.110625846855152,-13.00626524071378,-13.186613680666254,-13.0575682934545
110,-13.917237983266041,-13.867095373177369,-13.881568276240692,-13.963149110149402,-13.877210058241532,-13.865136802250907,-13.79943303479497,-13.88026488462942
111,-13.923224205448166,-13.867095373177369,-13.879924188162681,-13.955075560928824,-13.866486244240662,-13.841623762110325,-13.79943303479497,-13.87919906828805
112,-12.056148823610306,-11.735316541574996,-11.731930246401294,-11.7946305806151,-11.702375244852767,-11.618775278724906,-11.760113113320081,-11.374153510218559
113,-12.034348998202873,-12.465325065031799,-12.0192814391151,-11.959583663355092,-12.192448344443214,-11.864394255695691,-12.031318992203387,-12.034600338484974
114,-12.767617821298188,-13.021890096410075,-12.895867727242448,-13.090139385075128,-13.119045925370383,-12.825450426000163,-13.104710666168096,-12.831146943214721
115,-13.537706948313495,-13.483471119276917,-13.456606532401258,-13.625957790186021,-13.569772364731325,-13.549307750219327,-13.473301063164252,-13.52677450263434
116,-13.082136635541964,-13.441796580209596,-13.150013748037484,-13.408463300339035,-13.334677149181973,-13.274257630960996,-13.340059523005216,-13.185123354963137
117,-12.462492908244485,-12.704397250067563,-12.51253783483766,-12.418465670088098,-12.882546742132309,-12.803069419258575,-12.704890126417384,-12.474089443916135
118,-13.934841897844903,-13.9091899644446,-13.881568276240692,-13.963149110149402,-13.877210058241532,-13.865136802250907,-13.802968975586479,-13.88026488462942
119,-13.13655672826566,-13.44631856693728,-13.120659361284739,-13.405479931355632,-13.326003262549905,-13.23538322660686,-13.259498021979626,-13.196848728970751
120,-12.71925756316502,-12.891751223247606,-12.953917069317397,-13.042216926094355,-13.032277351033569,-12.730979504452558,-13.12757797886877,-12.780666074371101
121,-13.30617596101357,-13.012680340767886,-13.325418780740671,-13.40458274416865,-13.238598190768208,-13.288923264346186,-13.393530910029549,-13.41624341319375
122,-12.373827343581906,-12.651340106643863,-12.105963579152036,-12.364256158223993,-12.0985887868945,-11.687377426121643,-11.865808678498778,-12.15227000899611
123,-13.074469344652217,-12.520148484972772,-13.025902993618052,-12.832851112802189,-12.422062744485116,-12.595850739309178,-12.618017071055743,-12.789482564600439
124,-12.89439557129237,-12.35012642613351,-12.601247396413617,-12.696347588567662,-12.207131771173149,-12.700263063237117,-12.32225682788608,-12.421137896298864
125,-13.204302105978202,-13.44631856693728,-13.127820214346816,-13.480709490617373,-13.318086795224298,-13.216511050243867,-13.25574223150732,-13.244109278978067
126,-13.934841897844903,-13.867095373177369,-13.879924188162681,-13.963149110149402,-13.877210058241532,-13.865136802250907,-13.79943303479497,-13.88026488462942
127,-12.237988062815514,-12.193642331930148,-12.457339886535637,-12.45541591408458,-12.405931180616847,-12.091769960873641,-12.29369188636206,-12.382090095039741
128,-13.934841897844903,-13.9091899644446,-13.87897799541316,-13.963149110149402,-13.891498212246233,-13.865136802250907,-13.802968975586479,-13.88026488462942
129,-12.792592285082282,-12.93525370787063,-12.897710427574438,-13.080200128910358,-13.119045925370383,-12.731627934006404,-13.14672365892826,-12.793529403241559
130,-13.36931226552301,-13.4902731026151,-13.199324915126521,-13.35644687659497,-13.209827008158895,-13.303051012174738,-13.272305662210226,-13.243736497491449
131,-13.87559726788872,-13.903008087683173,-13.84573974265877,-13.959935800208576,-13.848844106436072,-13.823588729047817,-13.78090258479328,-13.88026488462942
132,-13.679858814448544,-13.555230945630885,-13.489540682521556,-13.640693942000189,-13.62784743460672,-13.552881591311504,-13.495737322431074,-13.628938896987613
133,-12.878806443627079,-13.16422008601593,-12.901160004550656,-12.86501040836879,-12.371952911649968,-12.725979361138789,-12.69944176257806,-12.451806611019709
134,-13.934841897844903,-13.867095373177369,-13.881568276240692,-13.91961097079445,-13.866486244240662,-13.841623762110325,-13.79943303479497,-13.88026488462942
135,-13.574287082220645,-13.565968840528715,-13.501836943073101,-13.66189290150882,-13.602940119451905,-13.621376792499776,-13.531116308334006,-13.59355108981648
136,-11.372032525366047,-11.615467636920764,-11.24749201765312,-11.232849263664695,-11.665188854027335,-11.376807345306794,-11.312798230649237,-11.40230366737499
137,-13.181796051991972,-12.91283536905564,-13.194672592289017,-13.256734465782381,-13.209133573526476,-13.394037710222392,-13.154120148286193,-13.232598046433957
138,-13.934841897844903,-13.867095373177369,-13.881568276240692,-13.963149110149402,-13.877210058241532,-13.865136802250907,-13.79943303479497,-13.87171750362667
139,-13.934841897844903,-13.9091899644446,-13.87897799541316,-13.963149110149402,-13.891498212246233,-13.841623762110325,-13.802968975586479,-13.88026488462942
140,-13.679858814448544,-13.556285086637502,-13.486054142276673,-13.637473098440331,-13.540058592680493,-13.573050461513821,-13.526235156100283,-13.584866662206702
141,-13.87559726788872,-13.903008087683173,-13.862297989929749,-13.963149110149402,-13.877210058241532,-13.865136802250907,-13.797880265212934,-13.88026488462942
142,-13.262069956957953,-13.365768703648122,-13.304753955499782,-13.335959549757662,-13.170631200516175,-13.282663953027145,-13.25633004182098,-12.90910765230713
143,-13.934841897844903,-13.9091899644446,-13.87897799541316,-13.963149110149402,-13.877210058241532,-13.841623762110325,-13.802968975586479,-13.88026488462942
144,-13.168788335145575,-13.05478430076933,-13.152865883675924,-13.248939105182208,-13.213920592056795,-13.02048354002889,-13.23448331277583,-12.959602168014383
145,-13.87559726788872,-13.903008087683173,-13.84573974265877,-13.963149110149402,-13.848844106436072,-13.844774471489066,-13.797880265212934,-13.88026488462942
146,-11.452478660974569,-11.521374344802071,-11.435213307330484,-11.327456339946611,-11.437911333311273,-11.426146168211847,-11.587484697406005,-11.599543620007132
147,-13.555793316206682,-13.436099973859577,-13.512361629933324,-13.581766616813352,-13.635195324546892,-13.463345889805412,-13.532960286848738,-13.325576408931703
148,-10.783243786109423,-10.663941272969163,-10.737335709321005,-10.985396476265954,-10.662126685560445,-11.12945371292417,-11.253677349789005,-11.25804398424595
149,-12.65171334485134,-12.660244304091327,-12.536506833027254,-12.646264073048089,-12.899011420321834,-12.704472726940145,-12.618303449575707,-12.436334952190665
150,-12.894649738718892,-12.965172031985675,-12.868525305265985,-12.971334389396104,-12.98894272431812,-12.763012118387222,-12.957218791226715,-12.857430265714083
151,-13.934841897844903,-13.867095373177369,-13.879924188162681,-13.955075560928824,-13.866486244240662,-13.841623762110325,-13.79943303479497,-13.88026488462942
152,-13.917237983266041,-13.867095373177369,-13.881568276240692,-13.963149110149402,-13.877210058241532,-13.865136802250907,-13.79943303479497,-13.88026488462942
153,-13.047795659096305,-13.132231408538885,-12.907266030002893,-12.82048088839647,-13.024886839959333,-12.783014285717293,-12.49035674077819,-12.62354286236044
154,-13.934841897844903,-13.867095373177369,-13.881568276240692,-13.91961097079445,-13.866486244240662,-13.841623762110325,-13.79943303479497,-13.88026488462942
155,-12.333951308495912,-12.51258626587792,-12.552532427686375,-12.536812085389036,-12.099178803800848,-12.386379765166426,-12.430060586661895,-12.526721690620578
156,-11.452478660974569,-11.521374344802071,-11.435213307330484,-11.327456339946611,-11.437911333311273,-11.426146168211847,-11.587484697406005,-11.599543620007132
157,-12.536735624659427,-12.816831354611729,-12.490318638388494,-12.31993260959441,-12.129904181316386,-12.631122502246575,-12.592684274277874,-12.211957928003596
158,-13.934841897844903,-13.867095373177369,-13.879924188162681,-13.963149110149402,-13.866486244240662,-13.841623762110325,-13.79943303479497,-13.88026488462942
159,-13.934841897844903,-13.860913496415941,-13.877474159641697,-13.91961097079445,-13.877210058241532,-13.865136802250907,-13.786470528477578,-13.863190155371052
160,-13.287815830077006,-13.251674305901993,-13.133594421821854,-13.369302888561283,-13.3687008774173,-13.338599684778673,-13.226084237214948,-13.334248538991778
161,-13.934841897844903,-13.867095373177369,-13.87897799541316,-13.963149110149402,-13.877210058241532,-13.841623762110325,-13.79943303479497,-13.88026488462942
162,-13.478347659800672,-13.395141269037312,-13.352757912257848,-13.498581454609555,-13.433562043643654,-13.365108138920299,-13.482184007123255,-13.241907312285399
163,-13.381873007464831,-13.397990748753733,-13.416112836502984,-13.44486555648148,-13.176838832858044,-13.258651503143964,-13.302761779428167,-13.04724977517558
164,-13.917237983266041,-13.867095373177369,-13.881568276240692,-13.963149110149402,-13.877210058241532,-13.865136802250907,-13.79943303479497,-13.88026488462942
165,-13.134739330803662,-13.155395595559133,-13.063048680288961,-12.915537145645073,-12.83941364706086,-12.877336906986475,-13.075971806549042,-12.672331758471413
166,-12.452856209335494,-12.766367695970246,-12.656850854666407,-12.269295864564645,-12.87404793230863,-12.670937264349147,-12.63568545774931,-12.673030573885704
167,-13.87559726788872,-13.903008087683173,-13.834928743945452,-13.961533396033959,-13.891498212246233,-13.865136802250907,-13.797880265212934,-13.88026488462942
168,-13.934841897844903,-13.85009328178703,-13.879924188162681,-13.955075560928824,-13.866486244240662,-13.86506614640743,-13.79943303479497,-13.88026488462942
169,-13.381873007464831,-13.397990748753733,-13.416134531169341,-13.422202516457448,-13.176838832858044,-13.261485041122196,-13.28625892993796,-13.04724977517558
170,-13.134739330803662,-13.155395595559133,-13.063048680288961,-12.901301912738909,-12.83941364706086,-12.779007374097718,-13.105958732737172,-12.672331758471413
171,-13.307254665135765,-12.62025741565739,-13.001250796629398,-12.933077065478027,-12.860967246492011,-12.962719271414462,-12.853498302680292,-12.984069039031361
172,-13.401519823016853,-13.340117891878892,-13.270914789050545,-13.335255228267798,-13.31828612131625,-13.267143786304985,-13.303905477382418,-13.132911406976694
173,-13.934841897844903,-13.867095373177369,-13.881568276240692,-13.91961097079445,-13.866486244240662,-13.841623762110325,-13.79943303479497,-13.88026488462942
174,-11.615234617120098,-11.650423423554082,-11.484110492999166,-11.451908034344065,-11.858122358344726,-11.707065451095032,-11.51260616960778,-11.62527311430354
175,-11.57082601020154,-12.175446382839695,-11.698511444031729,-11.584208474465804,-11.47275259560251,-11.816008860635042,-11.723262632214919,-11.853118949451893
176,-12.034348998202873,-12.399872469332273,-11.9506669212264,-11.994138970188066,-12.15516503296995,-11.897455456037783,-12.050482697440764,-12.032285852805922
177,-13.381873007464831,-13.397990748753733,-13.416112836502984,-13.435968338155021,-13.222505703890516,-13.261485041122196,-13.323556319360675,-13.04724977517558
178,-12.256505571759925,-11.83076652104128,-11.839440965386464,-11.783764317912148,-11.988357615277792,-12.126504001278876,-12.09141700035578,-12.148114039952636
179,-13.546387453699873,-13.416119864982688,-13.455673397116739,-13.580518801096305,-13.498979949103491,-13.445187803470676,-13.485563656843638,-13.329700276967735
180,-13.934841897844903,-13.9091899644446,-13.87897799541316,-13.959935800208576,-13.891498212246233,-13.865136802250907,-13.802968975586479,-13.88026488462942
181,-13.934841897844903,-13.9091899644446,-13.87897799541316,-13.959935800208576,-13.877210058241532,-13.86506614640743,-13.802968975586479,-13.88026488462942
182,-13.17740862953812,-13.445418479540544,-13.16299534304846,-13.180750940907496,-13.278450012743155,-13.40054058644831,-13.143335618859021,-13.054918513522995
183,-13.025527200590494,-13.197712462194,-12.99491561360871,-13.136199825384535,-13.203152918912087,-12.877866465412525,-13.146381237568937,-13.114916245915605
184,-13.87559726788872,-13.860913496415941,-13.863244182679269,-13.961533396033959,-13.877210058241532,-13.831874652931948,-13.784917758895542,-13.88026488462942
