,"k:50,nchains:50,depth:10","k:50,nchains:50,depth:20","k:50,nchains:100,depth:10","k:50,nchains:100,depth:20","k:100,nchains:50,depth:10","k:100,nchains:50,depth:20","k:100,nchains:100,depth:10","k:100,nchains:100,depth:20"
13,-12.705716486580652,-12.441149159450909,-12.802964091138458,-12.512061435631388,-12.88588638596181,-13.28332463619028,-12.711796304588734,-12.785957740622123
14,-13.21253207210357,-13.350140973550856,-13.351051365728484,-13.240971478224248,-13.190883770953237,-13.555525462859372,-13.350024579946608,-13.395981285448237
15,-12.691022403508919,-12.877721029970465,-12.640280307432317,-12.742166089223485,-12.947765515097892,-12.932674399536024,-13.084939507379008,-12.866630927240577
16,-13.89401776302199,-13.940160632854626,-13.844291580207253,-13.88348778819252,-13.903831833464395,-13.893274267555432,-13.857530900880931,-13.828004396556437
17,-12.912085763399064,-12.593515687116955,-12.663914060690942,-12.632846273352413,-12.59197385786564,-12.205252635756437,-12.430467455021342,-12.44891200815024
18,-12.699059461126943,-12.836671421872023,-12.608853599813958,-12.85534522039253,-12.939699996755156,-12.904882909811493,-13.169235473271282,-12.888982590309416
19,-12.083596865944703,-12.163020961505643,-12.48881460814992,-12.577234117855589,-12.706457875578847,-12.797850272006356,-12.964907171033685,-12.653289600695496
20,-12.91226412152128,-12.677659759699413,-12.778643146034732,-12.681689566048265,-12.627939510130156,-12.332550503526226,-12.63617337255184,-12.596056506094474
21,-12.247250808523942,-11.94671797309336,-12.121082742492346,-12.046819862569212,-12.31278494496003,-11.823998409204934,-12.147480555080683,-11.979865768517806
22,-13.118561443598706,-12.992848246342511,-12.970560996899215,-13.03799534187359,-13.017845225597627,-12.811561731125344,-13.040982880923194,-12.835946548947092
23,-13.89401776302199,-13.940160632854626,-13.844291580207253,-13.886560046595061,-13.903831833464395,-13.893274267555432,-13.865094669887055,-13.828004396556437
24,-13.26979641048192,-13.016720616532757,-12.978939728638641,-13.246304571820515,-12.712781003060405,-13.296121562577037,-12.811305679475621,-12.951768498938913
25,-13.816367379444614,-13.947552059554159,-13.843230901715328,-13.885205288171033,-13.879196690664525,-13.893274267555432,-13.865094669887055,-13.812563144230117
26,-12.386054839737916,-12.12336820373406,-12.138244452002322,-12.08159958881206,-11.977015685034342,-11.903631571856529,-11.676913406080873,-11.806102714150633
27,-13.455454343443185,-13.38030642853755,-13.265205391578139,-13.323556204988966,-13.323538379612787,-13.079220994870571,-13.443100983923728,-13.291221631199166
28,-13.89401776302199,-13.940160632854626,-13.844291580207253,-13.88976509605579,-13.903831833464395,-13.893274267555432,-13.869585813163575,-13.823610313008508
29,-13.89401776302199,-13.940160632854626,-13.844291580207253,-13.879896145932022,-13.903831833464395,-13.893274267555432,-13.869585813163575,-13.823610313008508
30,-13.889780832692898,-13.947552059554159,-13.843230901715328,-13.886560046595061,-13.903831833464395,-13.893274267555432,-13.865094669887055,-13.829144604808784
31,-13.89401776302199,-13.940160632854626,-13.844291580207253,-13.887756113062874,-13.903831833464395,-13.893274267555432,-13.861479490478702,-13.819404972837116
32,-10.593024375639517,-10.20688083411946,-10.45112238910397,-10.17471938514835,-10.593768341076311,-10.264336261638867,-10.368483757971703,-10.281412001124297
33,-11.548977301665358,-11.400850746291098,-11.859208970937754,-11.390179972953131,-11.871130966604667,-11.595332750182557,-11.689511105188762,-11.13599455185716
34,-13.89401776302199,-13.940160632854626,-13.841135123866513,-13.890828371465416,-13.903831833464395,-13.893274267555432,-13.869585813163575,-13.819404972837116
35,-12.337712062024773,-12.795788352273632,-12.975909160384733,-12.761892359432117,-13.047372325135937,-12.875019724285472,-12.957477668481596,-12.959280267761521
36,-13.299381400715664,-13.23965861175232,-13.106032916725542,-13.235879330800586,-13.112371324828214,-13.364332868156033,-13.212976819868238,-13.253608852560255
37,-13.183175924089143,-13.014590227331087,-12.892680495355586,-12.812325707113093,-12.898785770509885,-12.720600437558234,-12.906428779233751,-12.682054529451177
38,-12.865045697677692,-12.80670306708098,-12.841015004223353,-12.847607507880003,-12.65532777612352,-13.000195972442093,-13.079007484253022,-12.641048319339873
39,-13.439870992007881,-13.392778530084433,-13.374581564583872,-13.48337528347999,-12.944350694451138,-13.32560100248702,-13.190566275275417,-13.168586317301862
40,-12.959670120068663,-13.074314456076872,-13.36883805560029,-13.233983870466105,-13.451634999530102,-13.310420074423966,-13.358458722701164,-13.455057398217736
41,-13.035139473197798,-12.576101899194098,-12.785708587008825,-12.71444789737116,-12.73192133009501,-12.394738849357266,-12.601240345438546,-12.506301108500223
42,-13.328458467251188,-13.187393014396894,-13.148739772278597,-13.14493936259769,-13.370446534967156,-13.220065808288815,-13.343966527118978,-13.050493791631895
43,-12.662015192831994,-12.323217709594369,-12.343793931042356,-12.263041835815741,-12.281441836466433,-12.276253319215998,-12.543468770059919,-12.120802288161656
44,-12.50288830812324,-12.538052348704761,-12.41572459088505,-12.506944105750954,-12.280359016191285,-12.327734160980695,-12.372202630543727,-12.353867108317013
45,-12.495838712455571,-12.941853722269311,-12.650044487736334,-12.866251065568843,-12.589589505230357,-12.939757069615528,-12.590365102088153,-12.769857946981936
46,-10.96859434100788,-11.094376564539434,-11.292124047973259,-11.00740158754478,-11.413405890389155,-11.510742447315387,-11.45165929176141,-11.685510286043959
47,-13.093887769209722,-13.171855733463541,-13.205299750600794,-13.016942298086894,-13.062454714555427,-13.45920217034177,-13.30598319655365,-13.148215555048148
48,-12.832920028839146,-12.49767875162197,-12.498516428941157,-12.451202336634665,-12.33048213861767,-12.336180846971633,-12.531340950391096,-12.295588456342347
49,-13.889780832692898,-13.947552059554159,-13.843230901715328,-13.886560046595061,-13.903831833464395,-13.893274267555432,-13.865094669887055,-13.829144604808784
50,-11.431357015289073,-11.52913362721617,-11.76291182448605,-11.512720086166068,-12.057863183847758,-11.999308590765411,-11.561022584380622,-11.581344589181096
51,-13.097315345004574,-12.536272833075046,-12.650789278669494,-12.754131691127352,-12.196325933757144,-12.168065825476505,-12.488454411372679,-12.373076619067554
52,-13.066974377787153,-13.332841922907074,-13.004994080259143,-13.121693302098137,-13.071223383767657,-13.47727903661654,-13.228625256446888,-13.161866043900748
53,-12.903792927412352,-12.734184223144778,-12.67804652233051,-12.890448552616869,-12.469034020341393,-12.810545886446286,-12.478504048085671,-12.648529130754062
54,-13.816026642356634,-13.947552059554159,-13.843230901715328,-13.877048015975056,-13.879196690664525,-13.893274267555432,-13.757879007348823,-13.812563144230117
55,-13.890121569780877,-13.940160632854626,-13.844291580207253,-13.886560046595061,-13.903831833464395,-13.893274267555432,-13.865094669887055,-13.829144604808784
56,-13.893677025934013,-13.952754967158302,-13.837570276133052,-13.892837354458331,-13.903831833464395,-13.893274267555432,-13.865094669887055,-13.828004396556437
57,-13.299381400715664,-13.23965861175232,-13.114288657318937,-13.253925736174189,-13.097404360062438,-13.364332868156033,-13.216140236466927,-13.250407748782475
58,-12.865045697677692,-12.791339380585441,-12.827115539040191,-12.856440944164149,-12.778455599675656,-12.991244388511115,-13.092212393650307,-12.641048319339873
59,-13.428036667531396,-13.547945494816103,-13.512591313243066,-13.43513589309356,-13.426364996420183,-13.61879331949514,-13.470496468509024,-13.501975319813042
60,-10.962504532018587,-11.097533148769529,-10.896246015151597,-11.37448401848231,-11.047473746244357,-10.826882784331188,-10.742358647640375,-10.48106872044954
61,-9.064936017835809,-9.33515425913983,-9.210534645229247,-9.253035963673845,-8.74393664511597,-9.150178178872816,-9.120701862233428,-9.239826750887715
62,-13.465097060483044,-13.553441726288305,-13.499792672889855,-13.43513589309356,-13.440205970639868,-13.61879331949514,-13.526530985867034,-13.501975319813042
63,-12.734005303429885,-13.17970514774334,-12.89508051367189,-12.86693006071378,-12.721243682729483,-13.12594824808188,-13.010682444336334,-13.002154105835096
64,-13.40085270999411,-13.096630100188928,-13.176827735613927,-13.112221298560865,-13.072346444520395,-12.75335694050871,-13.239147891850614,-12.994627146041474
65,-12.851376757025822,-12.008412846450712,-12.411876081921166,-12.436762605848303,-12.350739917637398,-12.110087730656522,-12.234584566832407,-12.226784550453237
66,-13.180219345894722,-12.937630957327679,-12.903113085559687,-12.986841778636958,-12.982751252996847,-13.04970563078818,-13.030820879398725,-13.072790862770276
67,-13.816367379444614,-13.947552059554159,-13.843230901715328,-13.885205288171033,-13.903831833464395,-13.893274267555432,-13.865094669887055,-13.829144604808784
68,-12.851770857922254,-12.317819443318749,-12.708430806659099,-12.723500865485024,-12.763352143290472,-12.675163551736437,-12.85029872209984,-12.4133926955474
69,-12.563111430705808,-13.030600768793956,-12.630947107997372,-12.772697137551674,-12.535405159714035,-12.915771630586478,-12.633572467228612,-12.801750762978266
70,-12.76938110282206,-12.385444046185325,-12.64602936988888,-12.348588447034926,-12.476662498172672,-12.509148151668636,-12.342862809873381,-12.388832293273815
71,-13.29719075988947,-13.038149920971325,-13.335734747190111,-13.280307307341962,-12.72893956196268,-13.087744322640878,-13.008357058411512,-12.98539784835397
72,-9.146351923866842,-10.30809872558869,-9.481301642758462,-9.455337869040735,-8.849517776286497,-9.222029057960533,-9.104875742845348,-8.505529051159774
73,-11.472909543234403,-11.388193562186819,-11.381239084195391,-11.496077233557791,-11.792705532447266,-11.084713342364887,-11.355935217419173,-11.423060317358406
74,-12.91540164458525,-12.638636019189109,-12.750839998128315,-12.661110923793094,-12.631571232638214,-12.332550503526226,-12.640747301683561,-12.604811123546776
75,-13.889780832692898,-13.947552059554159,-13.843230901715328,-13.875336338047266,-13.903831833464395,-13.893274267555432,-13.865094669887055,-13.829144604808784
76,-13.816026642356634,-13.947552059554159,-13.843230901715328,-13.885205288171033,-13.879196690664525,-13.893274267555432,-13.865094669887055,-13.812563144230117
77,-13.890121569780877,-13.934957725250483,-13.837570276133052,-13.886560046595061,-13.903831833464395,-13.893274267555432,-13.865094669887055,-13.828004396556437
78,-13.247239658969056,-13.448720084818861,-13.454613371679542,-13.26968621603808,-13.320678060890522,-13.555525462859372,-13.427887665808871,-13.42264919037158
79,-12.6453405607258,-12.441149159450909,-12.738699170719784,-12.512061435631388,-12.817774468205657,-13.28332463619028,-12.664901073706186,-12.780184651340345
80,-12.9102314893101,-12.788120550577544,-12.698245517904887,-12.881036445928947,-12.478802907262537,-12.819734518819033,-12.488669661181682,-12.651541762788142
81,-11.888584838091225,-11.783742469178417,-11.762963748104143,-11.884606670142835,-11.906035297440601,-12.328104589679727,-11.964792839149963,-11.926915835304687
82,-13.889780832692898,-13.947552059554159,-13.843230901715328,-13.892837354458331,-13.903831833464395,-13.893274267555432,-13.865094669887055,-13.829144604808784
83,-13.893677025934013,-13.952754967158302,-13.84995220578953,-13.892837354458331,-13.903831833464395,-13.893274267555432,-13.865094669887055,-13.828004396556437
84,-13.164991618409047,-13.36572135244102,-13.393187749140264,-13.380984338020262,-12.93729430501859,-13.192881675431344,-13.128910936060379,-13.04977655065755
85,-12.251316662218624,-12.157810870038409,-12.120727931095592,-12.044575450226422,-11.943725970611245,-11.648889077481085,-11.943412945250868,-11.831636668351914
86,-11.028287451284257,-11.44902087888638,-11.229420350718465,-11.005712327987187,-11.316316441660936,-11.011197956412245,-11.239029787271974,-11.28871849759868
87,-12.769213393572507,-13.17970514774334,-12.864044832566462,-12.86693006071378,-12.70483882037275,-13.12594824808188,-13.004042970584619,-13.003079310812664
88,-13.09748040294142,-13.20863744481057,-13.302140738674375,-13.095431097051888,-13.067760673880487,-13.440020688379272,-13.125349321738362,-13.107941166188752
89,-13.816026642356634,-13.947552059554159,-13.843230901715328,-13.885205288171033,-13.903831833464395,-13.893274267555432,-13.865094669887055,-13.812563144230117
90,-13.890121569780877,-13.947552059554159,-13.837570276133052,-13.886560046595061,-13.903831833464395,-13.893274267555432,-13.865094669887055,-13.829144604808784
91,-13.180219345894722,-12.937630957327679,-12.903113085559687,-12.986841778636958,-12.982751252996847,-13.04970563078818,-13.030820879398725,-13.072790862770276
92,-12.0399864790335,-11.827462770168761,-11.711958623391327,-11.927542435858719,-12.231226408681461,-11.670828342485793,-11.814467952599818,-11.932880113379497
93,-13.890121569780877,-13.947552059554159,-13.837570276133052,-13.886560046595061,-13.903831833464395,-13.893274267555432,-13.865094669887055,-13.829144604808784
94,-13.893677025934013,-13.940160632854626,-13.844291580207253,-13.890828371465416,-13.903831833464395,-13.893274267555432,-13.856365513757858,-13.819404972837116
95,-13.816026642356634,-13.947552059554159,-13.843230901715328,-13.885205288171033,-13.879196690664525,-13.893274267555432,-13.865094669887055,-13.812563144230117
96,-11.679783877842041,-11.05190022882726,-11.120383914266068,-11.22700627734363,-11.725602063747901,-11.272133008392437,-11.723739394838853,-11.356987895059424
97,-12.583263869378444,-11.390480055043618,-12.043633750268942,-12.15268485592465,-11.670075733660562,-11.568899599225746,-11.668648963217592,-11.687308142059342
98,-13.439870992007881,-13.38506913229507,-13.374581564583872,-13.48337528347999,-12.944350694451138,-13.335490006643333,-13.190566275275417,-13.168586317301862
99,-13.289798203246853,-13.329838097732768,-13.413897358658893,-13.285904766888496,-13.141245796288905,-13.458850738454457,-13.194117952491288,-13.205570312746126
100,-11.913901892970067,-12.317311874077285,-12.004098342809623,-11.937576500295124,-11.903468848121546,-12.026361993931728,-11.86696264927332,-12.054304072508423
101,-13.126477006604942,-13.100800131188052,-12.970256634667198,-13.121526574733196,-13.004113327678342,-13.146810488952546,-12.976371472702903,-13.078814943556107
102,-13.180219345894722,-12.937630957327679,-12.903113085559687,-12.986841778636958,-12.982751252996847,-13.04970563078818,-13.030820879398725,-13.072790862770276
103,-13.299381400715664,-13.23965861175232,-13.114288657318937,-13.253925736174189,-13.097404360062438,-13.364332868156033,-13.216140236466927,-13.250407748782475
104,-12.24640101809998,-11.958699847687791,-11.944208164300393,-12.094052485964802,-12.210575066792517,-11.820813199195374,-11.998883282414551,-11.955410909977285
105,-11.047156855276503,-11.719448559610726,-11.4712258479801,-11.494632810231085,-11.923253362697299,-12.01204754202059,-11.891208598137355,-11.875713693137492
106,-13.712806822132597,-13.757478290067397,-13.78252893853844,-13.752430771464141,-13.749271243875821,-13.559095729449801,-13.648889161179154,-13.780051806493825
107,-11.910678762237728,-12.20818198485857,-11.729258220164061,-12.24286534441043,-12.308292747296644,-12.389635853369887,-12.258730503393735,-12.216974641558163
108,-13.466830214233184,-13.427472512260548,-13.274819217593347,-13.312311105613901,-13.254305646547147,-13.124781504624908,-13.443009909185253,-13.217346851043464
109,-13.401951770165692,-13.526149856089337,-13.384641949706007,-13.388618680113758,-13.342433270791274,-13.411577215112445,-13.386278600341466,-13.499617989707172
110,-13.299381400715664,-13.23965861175232,-13.114288657318937,-13.253925736174189,-13.097404360062438,-13.364332868156033,-13.216140236466927,-13.250407748782475
111,-13.138164659117246,-13.355136733714135,-13.360565301087599,-13.143998542726376,-13.017946532767002,-13.176326440052554,-13.014717365840436,-12.970604750106896
112,-13.893677025934013,-13.940160632854626,-13.844291580207253,-13.892837354458331,-13.903831833464395,-13.893274267555432,-13.865094669887055,-13.828004396556437
113,-11.440904684386801,-11.826833460761186,-11.823530533799849,-11.948873739343702,-11.910006379768323,-12.130287341283092,-12.339908140792803,-12.200874793666244
114,-12.906401116097346,-12.841692885953009,-12.748923165732812,-12.823170134237031,-12.772968362386148,-12.684928524667354,-13.088565781260108,-12.64259505529266
115,-12.791351481169826,-13.059391795310614,-12.936944134215505,-12.897589377882717,-12.802313573787275,-13.114164405861127,-12.823888096367616,-12.94381560292811
116,-12.641305717818282,-12.288167653678206,-12.30737951387511,-12.173585546005002,-12.155704735790176,-12.004907742535897,-12.278272527252081,-11.87167846645616
117,-11.82548593229228,-12.01775578692185,-11.841347683528138,-11.902611265926502,-11.823005664854742,-11.485848125292478,-11.790900309866515,-11.46633980152099
118,-13.03185079153788,-12.3651336967269,-12.616733344739478,-12.643507392855309,-12.158383939138924,-12.413882971159282,-12.405184222939308,-12.42687277234508
119,-12.924797528271096,-12.606455200510565,-12.759162186357141,-12.605207717856153,-12.590413977949725,-12.456438596686432,-12.550483999236581,-12.387606228251675
120,-13.89401776302199,-13.940160632854626,-13.844291580207253,-13.88976509605579,-13.903831833464395,-13.893274267555432,-13.861479490478702,-13.823610313008508
121,-13.083513453615177,-13.066805381756728,-12.94998121114865,-13.020232774180156,-13.005796295128986,-13.250400186556812,-13.022647330907269,-12.884162939332057
122,-13.299381400715664,-13.23965861175232,-13.114288657318937,-13.253925736174189,-13.097404360062438,-13.364332868156033,-13.216140236466927,-13.250407748782475
123,-12.592298215675337,-12.177195858916809,-12.62184437636949,-12.444349566944807,-12.857896021397066,-12.353977974296786,-12.233035921154247,-12.154369771628604
124,-13.89401776302199,-13.940160632854626,-13.841135123866513,-13.88976509605579,-13.903831833464395,-13.893274267555432,-13.861479490478702,-13.823610313008508
125,-13.180219345894722,-12.937630957327679,-12.903113085559687,-12.986841778636958,-12.982751252996847,-13.04970563078818,-13.030820879398725,-13.072155161007645
126,-13.893677025934013,-13.952754967158302,-13.84995220578953,-13.892837354458331,-13.903831833464395,-13.893274267555432,-13.865094669887055,-13.828004396556437
127,-11.700129141969864,-12.111674604108687,-12.19529648706656,-12.055115238239013,-12.452475590632043,-11.941339820397575,-11.864134833635593,-12.200064451918148
128,-12.959670120068663,-13.053882517343155,-13.36883805560029,-13.223997643212172,-13.451634999530102,-13.273342468022758,-13.349098112741087,-13.455057398217736
129,-13.893677025934013,-13.952754967158302,-13.84995220578953,-13.892837354458331,-13.903831833464395,-13.893274267555432,-13.865094669887055,-13.828004396556437
130,-13.893677025934013,-13.952754967158302,-13.84995220578953,-13.892837354458331,-13.903831833464395,-13.893274267555432,-13.865094669887055,-13.828004396556437
131,-10.87797276504147,-10.845981830672315,-11.200383202536656,-11.419871213993142,-11.326403654401282,-10.828004740441253,-11.069377260300573,-11.388405582566405
132,-13.893677025934013,-13.940160632854626,-13.844291580207253,-13.892837354458331,-13.903831833464395,-13.893274267555432,-13.856365513757858,-13.819404972837116
133,-12.036122297436542,-12.387941869240624,-12.286723577867448,-12.146176289109478,-12.399620309829022,-12.28119862529653,-12.15086856765135,-12.247087557931092
134,-13.893677025934013,-13.940160632854626,-13.844291580207253,-13.890828371465416,-13.903831833464395,-13.893274267555432,-13.856365513757858,-13.819404972837116
135,-12.5494968773825,-12.676325835226953,-12.483485773077089,-12.579447532108507,-12.702237945125642,-12.678008349097597,-12.879178288787703,-12.553063230931603
136,-11.224720731254639,-11.471046015620548,-11.04661053816789,-11.069191653075782,-11.038610155518214,-10.99648100596216,-11.434323708853281,-11.104523765994022
137,-13.890121569780877,-13.940160632854626,-13.837570276133052,-13.892837354458331,-13.903831833464395,-13.893274267555432,-13.865094669887055,-13.828004396556437
138,-13.89401776302199,-13.940160632854626,-13.841135123866513,-13.890828371465416,-13.903831833464395,-13.893274267555432,-13.861479490478702,-13.823610313008508
139,-13.890121569780877,-13.947552059554159,-13.837570276133052,-13.886560046595061,-13.903831833464395,-13.893274267555432,-13.865094669887055,-13.828004396556437
140,-13.893677025934013,-13.940160632854626,-13.844291580207253,-13.892837354458331,-13.903831833464395,-13.893274267555432,-13.865094669887055,-13.828004396556437
141,-9.506465366614798,-10.068289707881355,-9.633670707052124,-9.974324327941867,-10.33250933264254,-10.84534302725605,-10.339096518938634,-10.110514904136325
142,-13.893677025934013,-13.952754967158302,-13.844291580207253,-13.892837354458331,-13.903831833464395,-13.893274267555432,-13.865094669887055,-13.828004396556437
143,-13.427818725843547,-13.547945494816103,-13.512591313243066,-13.420389240019754,-13.426364996420183,-13.57576619033816,-13.470496468509024,-13.501975319813042
144,-13.893677025934013,-13.940160632854626,-13.844291580207253,-13.892837354458331,-13.903831833464395,-13.893274267555432,-13.856365513757858,-13.819404972837116
145,-12.482817013000995,-12.705855727502197,-12.27742143391612,-12.60177241239844,-12.44245245183543,-12.506844884869427,-12.912972350118121,-12.581386447948008
146,-11.403855636673207,-11.382775562939617,-11.25295414836503,-11.302830689123196,-11.802987518179503,-11.278009570173646,-11.361336410568532,-11.490973326914492
147,-11.417993361968506,-11.897685988410565,-11.558173961758808,-11.210565435416987,-11.33956717511356,-11.177648449450643,-11.039892545630117,-11.342965352104862
148,-13.465097060483044,-13.553441726288305,-13.499792672889855,-13.43513589309356,-13.440205970639868,-13.61879331949514,-13.509011243261924,-13.501975319813042
149,-13.889780832692898,-13.947552059554159,-13.84995220578953,-13.892837354458331,-13.903831833464395,-13.893274267555432,-13.865094669887055,-13.829144604808784
150,-13.893677025934013,-13.940160632854626,-13.844291580207253,-13.88976509605579,-13.903831833464395,-13.893274267555432,-13.869585813163575,-13.819404972837116
151,-12.978646227253215,-12.993406144952791,-13.36883805560029,-13.223997643212172,-13.451634999530102,-13.310420074423966,-13.358458722701164,-13.455057398217736
152,-12.940441068483779,-13.057881200902044,-13.363177430018013,-13.228838138737808,-13.451634999530102,-13.310420074423966,-13.358458722701164,-13.455057398217736
153,-13.329048283124907,-13.030630500398388,-13.031113962721577,-13.124104356573573,-13.19257186816569,-13.005023303010228,-13.146544895904418,-12.979460047943942
154,-12.663416730327459,-12.580719932725374,-12.583219549570169,-12.419551355441875,-12.487314612155162,-12.973738773800742,-12.701693179904986,-12.768140587350597
155,-13.369786619602953,-13.187798120392463,-13.057666060930032,-13.178664920899019,-13.182297955805598,-13.010728603543491,-13.198218702304866,-12.983512187264806
156,-13.890121569780877,-13.947552059554159,-13.837570276133052,-13.886560046595061,-13.903831833464395,-13.893274267555432,-13.865094669887055,-13.829144604808784
157,-12.248765346273089,-12.156617011424226,-12.35682393839036,-12.007504649791462,-12.394160500100012,-11.896834469437431,-12.287781096339012,-12.070658478879492
158,-13.11823531234058,-12.937630957327679,-12.903113085559687,-12.960445503873764,-12.982751252996847,-13.04970563078818,-13.030820879398725,-13.072155161007645
159,-13.2859436793081,-13.435316622593696,-13.334671227685265,-13.29920474528433,-13.199932231874469,-13.554888515036694,-13.441440215189914,-13.340391252095383
160,-12.636354054962304,-12.665209734655004,-12.526069259971619,-12.560334916821029,-12.43753849259495,-12.459640764441525,-12.413092830643265,-12.463418049582586
161,-13.89401776302199,-13.940160632854626,-13.844291580207253,-13.88976509605579,-13.903831833464395,-13.893274267555432,-13.861479490478702,-13.823610313008508
162,-13.132402356957352,-13.089978265539772,-13.317191693550106,-13.10884794193184,-13.06045592251455,-13.472812240778786,-13.126543905081354,-13.089420350957637
163,-13.746609450424458,-13.55072084699756,-13.613573100527331,-13.61918474623284,-13.599752208549052,-13.486903049196963,-13.603189009072775,-13.630764917703026
164,-13.299381400715664,-13.23965861175232,-13.114288657318937,-13.253925736174189,-13.097404360062438,-13.364332868156033,-13.216140236466927,-13.250407748782475
165,-13.856344216220888,-13.934957725250483,-13.837016817445136,-13.872264079644724,-13.860075295227384,-13.842323544798205,-13.865094669887055,-13.829144604808784
166,-11.787687464851558,-11.881436417696483,-11.773600087956888,-11.789017186350252,-12.158229569076175,-11.513661698642759,-11.759363328096743,-11.83747873523143
167,-12.680311131446786,-12.530596288592651,-12.41513998414161,-12.582207230463496,-12.32358807201336,-12.214989133718884,-12.452944218188872,-12.366007844205022
168,-13.890121569780877,-13.940160632854626,-13.844291580207253,-13.88348778819252,-13.903831833464395,-13.893274267555432,-13.857530900880931,-13.828004396556437
169,-13.1345157160312,-13.392410971395377,-13.39632168300637,-13.400306354205304,-12.870047175048068,-13.215105958888808,-13.128910936060379,-13.033570390989858
170,-13.299381400715664,-13.23965861175232,-13.114288657318937,-13.253925736174189,-13.097404360062438,-13.364332868156033,-13.216140236466927,-13.250407748782475
171,-12.959670120068663,-13.074314456076872,-13.36883805560029,-13.223997643212172,-13.437794025310417,-13.310420074423966,-13.349098112741087,-13.455057398217736
172,-12.669966072464158,-11.792658376622969,-12.507041676823416,-12.032720232289476,-12.346393543681694,-12.405045661268504,-12.127692420937988,-12.017108508722849
173,-12.820250196156353,-12.630066575438363,-12.707881487890342,-12.622620761953108,-12.634070563777176,-12.247081341120966,-12.555354363643362,-12.555199428565802
174,-12.3887429620995,-12.195994118004586,-12.264036863238124,-12.189138103734876,-12.444563023035585,-12.05056381640681,-12.269646520488628,-12.185886954893881
175,-13.098068983407057,-13.148146100871497,-13.029471100116591,-12.998246321446581,-12.99913136472487,-13.319700689355303,-13.223139104295278,-12.914826120663584
176,-13.893677025934013,-13.940160632854626,-13.844291580207253,-13.890828371465416,-13.903831833464395,-13.893274267555432,-13.856365513757858,-13.819404972837116
177,-11.071607983979519,-11.081329584376206,-11.25147539488005,-11.46855774010363,-11.312983765050625,-10.733439724669333,-11.012039748868542,-11.366745582305223
178,-12.345439189120256,-12.184043842339108,-12.19534967240291,-12.11986814245443,-12.219638162573847,-11.902225112765123,-12.267075978751937,-12.0959208130437
179,-12.328091905557672,-12.087039254871911,-12.230121391417557,-12.308454031384768,-11.834937229764616,-11.987751030171685,-11.863763749894208,-11.907817560240424
180,-9.476398386532633,-10.3162794418098,-9.976613025990293,-10.169756146861221,-9.77143786042138,-9.635546709817804,-10.115049898277567,-9.955038816096874
181,-13.893677025934013,-13.952754967158302,-13.84995220578953,-13.892837354458331,-13.903831833464395,-13.893274267555432,-13.865094669887055,-13.828004396556437
182,-13.893677025934013,-13.940160632854626,-13.841135123866513,-13.890828371465416,-13.903831833464395,-13.893274267555432,-13.869585813163575,-13.823610313008508
183,-13.299381400715664,-13.23965861175232,-13.106032916725542,-13.235879330800586,-13.112371324828214,-13.364332868156033,-13.212976819868238,-13.253608852560255
184,-12.061233764156825,-11.94582897560514,-11.780490698948995,-11.667699344910837,-11.417868676553859,-12.332274205938454,-11.90789549896149,-11.89460858845611
